ReviewNo,JJP,RBP,JJN,RBN,Polarity,New_sentiment,WordCount,Sentiment
2609,4,1,2,0,-0.556051587,neg,131,Negative
2610,4,1,1,0,2.279166667,pos,67,Positive
2611,5,4,6,2,1.218888889,pos,200,Positive
2612,10,4,5,0,2.527777778,pos,130,Positive
2613,3,2,2,0,0.152222222,pos,85,Neutral
2614,4,1,3,0,0.655919312,pos,153,Positive
2615,9,1,1,0,1.946825397,pos,107,Positive
2616,0,0,5,0,-1.4025,neg,122,Negative
2617,3,2,0,1,3.516666667,pos,88,Positive
2618,3,0,3,0,0.479166667,pos,98,Positive
2619,7,0,4,1,4.087003968,pos,219,Positive
2620,7,2,9,2,0.128664579,pos,424,Neutral
2621,3,0,0,0,1.78284632,pos,82,Positive
2622,11,5,5,0,4.121194234,pos,264,Positive
2623,6,0,7,0,-0.116666667,neg,173,Neutral
2624,3,0,0,0,2.454166667,pos,43,Positive
2625,2,5,1,0,2.707142857,pos,143,Positive
2626,4,1,0,0,0.932592593,pos,139,Positive
2627,5,0,2,0,1.970238095,pos,57,Positive
2628,0,0,7,0,-1.815972222,neg,81,Negative
2629,0,0,1,0,-0.028472222,neg,44,Neutral
2630,3,2,1,0,1.8975,pos,64,Positive
2631,9,4,7,0,1.30237013,pos,202,Positive
2632,1,0,5,0,-1.087857143,neg,60,Negative
2633,4,1,5,0,1.756666667,pos,105,Positive
2634,1,0,4,2,0.341801948,pos,112,Positive
2635,5,0,0,0,1.907514881,pos,72,Positive
2636,1,2,1,0,-1.025535714,neg,102,Negative
2637,2,0,1,2,0.295833333,pos,83,Positive
2638,3,2,4,1,0.501111111,pos,145,Positive
2639,11,3,1,0,3.714025974,pos,405,Positive
2640,1,3,11,2,-2.564375,neg,121,Negative
2641,2,0,0,0,0.254722222,pos,46,Positive
2642,1,1,1,0,1.279166667,pos,115,Positive
2643,1,0,1,0,0.755,pos,32,Positive
2644,1,0,0,0,0.253571429,pos,70,Positive
2645,9,2,16,2,5.667545996,pos,465,Positive
2646,3,0,4,0,-0.58468254,neg,83,Negative
2647,4,1,1,0,-0.387450397,neg,104,Negative
2648,3,0,6,0,-1.238102453,neg,130,Negative
2649,1,5,5,3,-1.021995465,neg,185,Negative
2650,0,0,3,1,0.377291667,pos,86,Positive
2651,4,2,1,0,1.481527778,pos,72,Positive
2652,1,1,1,2,0.353154762,pos,124,Positive
2653,5,1,5,1,0.686554233,pos,127,Positive
2654,0,0,2,0,0.170833333,pos,48,Neutral
2655,5,1,6,0,-1.001753247,neg,169,Negative
2656,5,5,4,1,2.035320295,pos,400,Positive
2657,7,0,1,0,1.416666667,pos,76,Positive
2658,1,2,6,1,0.264166667,pos,196,Positive
2659,3,1,4,0,-0.235185185,neg,109,Negative
2660,2,2,2,0,0.310542328,pos,166,Positive
2661,2,2,3,0,1.629094517,pos,127,Positive
2662,6,0,0,0,3.075,pos,42,Positive
2663,1,1,9,0,-3.475,neg,87,Negative
2664,1,1,1,0,0.179206349,pos,77,Neutral
2665,6,3,7,8,1.166325886,pos,323,Positive
2666,2,1,2,0,3.98125,pos,84,Positive
2667,8,6,12,2,-1.241041667,neg,259,Negative
2668,3,1,1,0,1.457225136,pos,70,Positive
2669,5,1,0,0,1.769444444,pos,76,Positive
2670,1,0,2,0,-1.098484848,neg,76,Negative
2671,0,0,12,0,-5.3625,neg,93,Negative
2672,1,1,0,0,2.041666667,pos,105,Positive
2673,5,1,3,1,0.451666667,pos,158,Positive
2674,4,1,1,0,1.949206349,pos,124,Positive
2675,3,1,7,1,0.103373016,pos,82,Neutral
2676,7,1,4,1,2.294074074,pos,183,Positive
2677,1,0,0,0,0.966666667,pos,70,Positive
2678,1,1,3,1,-1.395767196,neg,55,Negative
2679,1,0,1,0,1.85,pos,39,Positive
2680,3,0,4,0,-0.376785714,neg,94,Negative
2681,1,0,3,0,-0.886666667,neg,59,Negative
2682,1,2,0,0,1.14875,pos,77,Positive
2683,9,2,13,2,0.667291667,pos,254,Positive
2684,7,0,5,0,0.034646465,pos,129,Neutral
2685,1,0,0,0,0.425243506,pos,113,Positive
2686,4,2,11,2,0.015315315,pos,188,Neutral
2687,2,0,2,0,0.618761905,pos,106,Positive
2688,15,2,5,5,1.293506494,pos,160,Positive
2689,6,1,2,1,1.729960317,pos,115,Positive
2690,3,1,1,0,1.795,pos,35,Positive
2691,1,0,6,0,-0.0825,neg,118,Neutral
2692,0,1,3,0,-0.8875,neg,54,Negative
2693,1,3,7,3,-2.182539683,neg,247,Negative
2694,2,0,1,0,0.777272727,pos,85,Positive
2695,2,1,2,1,0.364791667,pos,87,Positive
2696,3,1,0,0,1.476388889,pos,54,Positive
2697,2,0,1,1,1.238888889,pos,81,Positive
2698,0,0,3,1,-0.4125,neg,30,Negative
2699,1,1,3,0,1.322916667,pos,70,Positive
2700,1,1,7,0,-0.813194444,neg,69,Negative
2701,3,3,4,2,0.408664021,pos,103,Positive
2702,1,2,0,0,0.24702381,pos,54,Positive
2703,9,2,7,1,1.577178932,pos,490,Positive
2704,8,1,4,0,3.23375,pos,234,Positive
2705,1,0,3,0,-0.1875,neg,74,Neutral
2706,3,2,1,0,1.019047619,pos,145,Positive
2707,9,5,10,0,0.191666667,pos,400,Neutral
2708,0,0,3,1,-0.859583333,neg,107,Negative
2709,1,0,3,1,-1.490625,neg,77,Negative
2710,0,0,9,0,-2.70625,neg,83,Negative
2711,1,0,4,3,-0.832777778,neg,87,Negative
2712,1,0,5,0,0.435416667,pos,80,Positive
2713,5,5,1,1,3.576041667,pos,108,Positive
2714,8,5,0,0,2.29141102,pos,273,Positive
2715,4,1,3,0,1.560416667,pos,93,Positive
2716,3,1,4,0,0.746428571,pos,136,Positive
2717,8,1,4,0,2.951666667,pos,190,Positive
2718,2,1,2,2,0.073333333,pos,38,Neutral
2719,0,0,5,0,-1.635416667,neg,96,Negative
2720,6,2,0,1,2.35,pos,88,Positive
2721,4,0,1,0,-0.348888889,neg,120,Negative
2722,5,0,0,0,0.580833333,pos,80,Positive
2723,3,1,8,0,-0.497213203,neg,206,Negative
2724,7,7,4,1,2.585593585,pos,230,Positive
2725,2,2,0,0,1.366666667,pos,44,Positive
2726,0,0,3,1,-0.214902778,neg,66,Negative
2727,6,5,11,1,-0.523546627,neg,240,Negative
2728,0,0,2,1,-3.1875,neg,66,Negative
2729,6,3,3,2,2.385795455,pos,162,Positive
2730,2,1,0,0,1.341666667,pos,91,Positive
2731,2,1,4,1,0.063888889,pos,63,Neutral
2732,2,1,2,0,1.127777778,pos,102,Positive
2733,14,6,11,5,3.043037518,pos,315,Positive
2734,0,0,1,2,-1.0625,neg,103,Negative
2735,1,0,1,0,0.102777778,pos,68,Neutral
2736,3,0,1,0,0.19375,pos,68,Neutral
2737,4,1,2,0,2.97484127,pos,123,Positive
2738,1,1,4,1,0.193560606,pos,70,Neutral
2739,3,3,2,1,0.658333333,pos,101,Positive
2740,11,3,13,0,1.415105866,pos,344,Positive
2741,4,2,2,0,0.573214286,pos,73,Positive
2742,4,1,2,0,0.472828283,pos,83,Positive
2743,4,0,6,1,-0.059920635,neg,83,Neutral
2744,5,0,1,0,1.265,pos,29,Positive
2745,3,3,1,0,0.615952381,pos,113,Positive
2746,2,1,1,0,0.764583333,pos,68,Positive
2747,3,3,9,1,-1.893871528,neg,174,Negative
2748,2,5,1,0,1.010132576,pos,164,Positive
2749,1,1,5,1,-0.199267677,neg,48,Neutral
2750,1,0,5,1,0.185055916,pos,91,Neutral
2751,2,0,1,0,2.405,pos,78,Positive
2752,3,2,7,1,-1.321884921,neg,104,Negative
2753,6,0,2,0,1.747222222,pos,101,Positive
2754,4,3,6,2,0.31773088,pos,197,Positive
2755,1,0,4,1,-0.011888889,neg,62,Neutral
2756,2,1,0,0,0.060416667,pos,70,Neutral
2757,6,0,5,1,-0.548333333,neg,109,Negative
2758,5,4,6,3,0.819275447,pos,234,Positive
2759,3,9,4,0,2.514859307,pos,381,Positive
2760,1,2,1,1,0.810119048,pos,88,Positive
2761,6,2,4,1,1.875833333,pos,213,Positive
2762,11,3,14,4,4.314983809,pos,405,Positive
2763,3,2,1,0,0.855486111,pos,100,Positive
2764,1,0,1,0,0.75,pos,30,Positive
2765,3,2,0,0,1.761342593,pos,79,Positive
2766,2,4,1,0,-0.360833333,neg,69,Negative
2767,1,1,12,1,-2.972698413,neg,91,Negative
2768,1,0,1,0,1.0825,pos,80,Positive
2769,4,1,0,0,0.431111111,pos,64,Positive
2770,4,0,3,0,0.118939394,pos,84,Neutral
2771,5,1,5,2,1.215577652,pos,188,Positive
2772,9,0,3,0,2.536309524,pos,133,Positive
2773,3,2,5,2,2.13989899,pos,198,Positive
2774,4,1,4,0,0.95,pos,68,Positive
2775,3,1,1,1,1.654880952,pos,70,Positive
2776,3,0,4,0,-0.614583333,neg,65,Negative
2777,4,2,6,0,1.261909595,pos,156,Positive
2778,5,0,5,2,-0.942159091,neg,159,Negative
2779,17,5,2,0,5.487847823,pos,331,Positive
2780,4,2,2,1,0.549404762,pos,110,Positive
2781,15,2,1,0,4.756694639,pos,250,Positive
2782,4,3,6,2,1.700357143,pos,251,Positive
2783,6,4,15,5,-0.423584055,neg,323,Negative
2784,12,5,10,2,5.807577561,pos,451,Positive
2785,5,0,2,0,0.375,pos,64,Positive
2786,2,4,2,0,0.960714286,pos,104,Positive
2787,4,1,6,0,-0.575198413,neg,75,Negative
2788,5,3,3,0,0.544531746,pos,130,Positive
2789,9,5,10,2,-0.384289414,neg,382,Negative
2790,0,1,3,0,-0.608333333,neg,67,Negative
2791,1,0,0,1,-0.35827381,neg,109,Negative
2792,2,0,3,1,-0.026428571,neg,82,Neutral
2793,5,1,1,0,0.915909091,pos,74,Positive
2794,5,3,18,8,-0.518717949,neg,297,Negative
2795,5,2,1,0,1.107142857,pos,58,Positive
2796,8,3,15,6,-0.141297928,neg,301,Neutral
2797,3,0,2,0,3.2875,pos,75,Positive
2798,1,1,0,0,0.212121212,pos,45,Positive
2799,4,0,1,0,2.9125,pos,104,Positive
2800,1,0,0,0,0.922619048,pos,95,Positive
2801,13,6,10,1,3.251666667,pos,512,Positive
2802,3,4,3,0,1.290426587,pos,196,Positive
2803,4,0,4,1,1.353194444,pos,154,Positive
2804,2,0,5,0,0.121481481,pos,157,Neutral
2805,3,0,5,0,-0.089583333,neg,102,Neutral
2806,7,3,3,1,2.169831387,pos,228,Positive
2807,5,1,0,0,0.877777778,pos,62,Positive
2808,1,4,1,0,0.297380952,pos,103,Positive
2809,1,1,1,1,0.396527778,pos,122,Positive
2810,1,0,3,1,-2.493181818,neg,86,Negative
2811,11,4,6,0,2.11281235,pos,221,Positive
2812,0,2,2,0,0.271428571,pos,61,Positive
2813,4,2,8,0,0.457152778,pos,207,Positive
2814,2,0,9,0,-0.933838384,neg,63,Negative
2815,2,1,7,0,-0.220227273,neg,64,Negative
2816,5,3,3,1,0.251309524,pos,217,Positive
2817,3,1,0,1,0.587698302,pos,94,Positive
2818,0,1,2,0,-0.5,neg,59,Negative
2819,1,0,1,0,2.278125,pos,71,Positive
2820,1,0,1,2,0.683333333,pos,86,Positive
2821,1,1,1,0,-0.383333333,neg,83,Negative
2822,6,1,0,0,1.871105006,pos,66,Positive
2823,4,1,0,1,1.129642857,pos,84,Positive
2824,2,1,5,1,-0.265975691,neg,99,Negative
2825,5,3,5,1,0.748042929,pos,278,Positive
2826,5,0,0,1,3.116666667,pos,121,Positive
2827,0,0,0,0,0.016927083,pos,35,Neutral
2828,7,2,4,4,4.262777778,pos,188,Positive
2829,0,1,4,0,0.152222222,pos,64,Neutral
2830,2,0,0,0,1.868181818,pos,38,Positive
2831,6,2,0,1,3.163425926,pos,72,Positive
2832,6,4,12,0,0.867797018,pos,437,Positive
2833,10,1,8,2,2.254760101,pos,316,Positive
2834,7,3,11,1,0.293888889,pos,225,Positive
2835,6,4,7,0,2.372675995,pos,351,Positive
2836,3,0,0,0,1,pos,25,Positive
2837,2,0,2,0,0.205555556,pos,30,Positive
2838,1,1,4,1,-0.554166667,neg,83,Negative
2839,6,2,9,2,0.455778219,pos,329,Positive
2840,3,1,3,1,0.182291667,pos,110,Neutral
2841,0,0,4,0,-0.967708333,neg,68,Negative
2842,8,2,2,0,1.833333333,pos,151,Positive
2843,0,0,2,1,0.277272727,pos,106,Positive
2844,4,1,0,0,1.825,pos,91,Positive
2845,3,2,2,0,2.216666667,pos,147,Positive
2846,4,2,2,0,0.625,pos,155,Positive
2847,6,3,1,1,0.306269841,pos,196,Positive
2848,4,1,6,3,0.219583333,pos,129,Positive
2849,2,3,1,0,0.983333333,pos,101,Positive
2850,9,2,4,1,2.670694444,pos,292,Positive
2851,6,6,4,2,3.070972222,pos,217,Positive
2852,1,0,3,0,0.598214286,pos,91,Positive
2853,4,1,1,1,2.066428571,pos,101,Positive
2854,0,2,24,3,-0.920833333,neg,103,Negative
2855,3,2,0,1,1.374583333,pos,85,Positive
2856,6,1,1,0,0.9925,pos,143,Positive
2857,20,5,5,0,1.665327103,pos,443,Positive
2858,4,2,4,1,1.554843074,pos,101,Positive
2859,4,0,3,0,2.366666667,pos,93,Positive
2860,2,1,3,2,1.517777778,pos,85,Positive
2861,1,1,1,1,0.4,pos,87,Positive
2862,1,2,1,0,0.511111111,pos,72,Positive
2863,1,0,11,1,-1.208585859,neg,104,Negative
2864,1,1,9,1,-2.936212121,neg,138,Negative
2865,5,0,2,0,0.4625,pos,196,Positive
2866,5,1,0,1,3.514583333,pos,72,Positive
2867,8,2,1,0,1.653571429,pos,112,Positive
2868,3,0,0,0,1.023106061,pos,76,Positive
2869,9,1,6,3,3.082619048,pos,332,Positive
2870,9,3,11,6,2.070914803,pos,385,Positive
2871,3,0,2,1,-0.660416667,neg,89,Negative
2872,1,3,1,0,0.916666667,pos,76,Positive
2873,4,0,3,2,0.350462963,pos,119,Positive
2874,6,1,2,1,1.795555556,pos,144,Positive
2875,1,2,9,1,-0.310795455,neg,153,Negative
2876,1,2,2,0,0.326183712,pos,219,Positive
2877,7,4,1,1,3.48280303,pos,125,Positive
2878,10,2,4,0,4.554137807,pos,211,Positive
2879,11,0,10,1,0.752563131,pos,220,Positive
2880,1,2,1,0,2.25625,pos,91,Positive
2881,3,0,7,0,-0.41875,neg,98,Negative
2882,0,0,1,1,0.305555556,pos,52,Positive
2883,4,1,3,3,0.927210884,pos,167,Positive
2884,18,3,6,1,5.804101732,pos,278,Positive
2885,9,1,9,2,0.888234127,pos,401,Positive
2886,5,3,2,1,1.314047619,pos,130,Positive
2887,2,1,3,0,-1.452083333,neg,44,Negative
2888,2,0,1,0,0.952777778,pos,76,Positive
2889,18,5,4,0,4.146150794,pos,279,Positive
2890,4,0,5,1,0.899720418,pos,184,Positive
2891,3,0,6,0,-0.694589744,neg,123,Negative
2892,4,0,0,0,1.99375,pos,82,Positive
2893,8,1,5,1,0.596118136,pos,307,Positive
2894,4,1,2,0,1.544444444,pos,86,Positive
2895,0,0,0,0,0.95,pos,16,Positive
2896,2,0,2,1,-0.740073696,neg,83,Negative
2897,5,2,0,0,3.008333333,pos,73,Positive
2898,2,0,0,0,1.660714286,pos,44,Positive
2899,5,1,3,1,0.716802721,pos,77,Positive
2900,2,4,4,0,-0.694186508,neg,316,Negative
2901,0,1,2,0,-0.183161376,neg,209,Neutral
2902,3,0,1,0,1.082380952,pos,57,Positive
2903,4,2,2,0,1.17037037,pos,130,Positive
2904,3,2,3,0,1.599772727,pos,92,Positive
2905,5,2,3,2,1.725654762,pos,166,Positive
2906,10,5,5,1,1.767474747,pos,290,Positive
2907,1,0,0,0,0.44,pos,59,Positive
2908,4,2,1,0,2.06875,pos,69,Positive
2909,0,0,2,0,-0.10625,neg,31,Neutral
2910,2,4,3,0,1.314928571,pos,65,Positive
2911,3,0,0,0,0.3875,pos,30,Positive
2912,1,1,0,0,0.807,pos,55,Positive
2913,2,0,2,1,0.539583333,pos,67,Positive
2914,8,2,6,2,4.886111111,pos,196,Positive
2915,1,3,1,0,1.180316558,pos,84,Positive
2916,1,0,3,2,-0.356944444,neg,75,Negative
2917,12,3,5,4,4.32602417,pos,354,Positive
2918,5,4,8,0,1.224221831,pos,212,Positive
2919,2,0,0,1,0.025,pos,46,Neutral
2920,5,1,1,2,0.757314815,pos,147,Positive
2921,3,2,0,0,1.011904762,pos,46,Positive
2922,10,2,9,0,0.349404762,pos,294,Positive
2923,5,2,7,1,2.215694444,pos,264,Positive
2924,9,1,4,0,2.143080808,pos,253,Positive
2925,1,0,2,0,-0.583333333,neg,71,Negative
2926,4,2,8,1,-1.267581169,neg,226,Negative
2927,0,0,4,0,-1.28,neg,61,Negative
2928,2,3,0,0,2.774793837,pos,86,Positive
2929,4,0,1,0,1.236507937,pos,124,Positive
2930,7,4,2,1,1.901271645,pos,150,Positive
2931,5,2,4,2,0.423809524,pos,196,Positive
2932,0,1,5,0,-0.85,neg,67,Negative
2933,17,3,9,4,2.599411075,pos,342,Positive
2934,13,1,1,0,4.539880952,pos,228,Positive
2935,10,4,4,0,5.602451195,pos,309,Positive
2936,4,2,4,1,0.156666667,pos,127,Neutral
2937,5,1,1,1,1.795119048,pos,200,Positive
2938,8,3,7,1,0.866554834,pos,181,Positive
2939,10,2,7,0,2.014467893,pos,413,Positive
2940,3,0,5,0,0.948787879,pos,71,Positive
2941,3,0,1,0,1.08,pos,103,Positive
2942,1,2,2,1,-0.5765,neg,68,Negative
2943,1,0,0,0,0.488888889,pos,37,Positive
2944,9,4,0,1,4.951481481,pos,222,Positive
2945,1,3,3,0,0.175568182,pos,112,Neutral
2946,4,0,0,0,-0.5825,neg,96,Negative
2947,0,0,4,2,-0.942261905,neg,55,Negative
2948,1,0,2,0,0.511666667,pos,77,Positive
2949,20,3,5,1,3.259074675,pos,334,Positive
2950,2,0,1,0,0.585,pos,67,Positive
2951,3,2,4,2,-0.116666667,neg,86,Neutral
2952,6,0,1,1,2.504166667,pos,156,Positive
2953,3,1,0,0,1.05,pos,61,Positive
2954,7,3,3,0,4.228816739,pos,184,Positive
2955,7,10,13,4,5.303199405,pos,355,Positive
2956,0,0,2,0,-0.466666667,neg,79,Negative
2957,19,3,7,0,5.432093254,pos,453,Positive
2958,2,1,5,0,-0.243409091,neg,87,Negative
2959,1,0,3,1,-1.199166667,neg,46,Negative
2960,10,1,5,1,1.695277778,pos,234,Positive
2961,1,2,3,4,0.168240741,pos,103,Neutral
2962,4,0,5,0,1.50452381,pos,147,Positive
2963,2,0,1,0,0.558333333,pos,25,Positive
2964,3,2,5,0,0.238703512,pos,159,Positive
2965,2,0,6,1,0.820681818,pos,156,Positive
2966,2,0,1,0,-0.225694444,neg,49,Negative
2967,1,2,4,1,-0.075,neg,62,Neutral
2968,4,0,0,0,2.4625,pos,62,Positive
2969,6,3,1,0,4.783958333,pos,102,Positive
2970,7,2,7,2,2.077268628,pos,283,Positive
2971,3,0,3,1,1.221666667,pos,64,Positive
2972,7,1,0,0,1.133095238,pos,107,Positive
2973,7,1,5,0,2.334722222,pos,300,Positive
2974,5,3,0,0,1.880698052,pos,78,Positive
2975,1,2,3,0,0.799102564,pos,125,Positive
2976,3,2,3,1,-1.288955026,neg,170,Negative
2977,4,4,4,0,1.172777778,pos,124,Positive
2978,5,3,2,3,2.692777778,pos,153,Positive
2979,1,1,6,0,-2.753598485,neg,89,Negative
2980,7,2,0,0,2.011166667,pos,106,Positive
2981,4,2,2,0,-0.699,neg,73,Negative
2982,1,3,1,0,1.383333333,pos,74,Positive
2983,2,1,9,0,1.55E-05,pos,83,Neutral
2984,3,1,4,1,-0.754166667,neg,73,Negative
2985,3,5,4,0,1.673809524,pos,136,Positive
2986,4,1,5,0,1.355176768,pos,86,Positive
2987,4,2,0,1,1.491666667,pos,42,Positive
2988,4,2,4,1,1.210833333,pos,144,Positive
2989,17,1,5,0,6.090376984,pos,261,Positive
2990,7,0,8,4,-1.341944444,neg,114,Negative
2991,1,0,3,0,-0.77281746,neg,86,Negative
2992,7,2,5,0,3.172222222,pos,218,Positive
2993,1,0,1,1,0.407142857,pos,31,Positive
2994,5,0,3,0,0.746428571,pos,74,Positive
2995,1,0,2,0,0.28,pos,65,Positive
2996,6,0,2,0,1.566666667,pos,111,Positive
2997,6,4,4,2,0.495069996,pos,209,Positive
2998,4,0,8,1,-1.259027778,neg,196,Negative
2999,0,1,1,1,-0.524404762,neg,44,Negative
3000,5,2,6,0,0.637156593,pos,228,Positive
3001,6,3,7,2,0.215,pos,116,Positive
3002,15,3,6,1,2.268993298,pos,316,Positive
3003,1,2,5,1,0.617261905,pos,129,Positive
3004,7,2,8,1,0.151507937,pos,256,Neutral
3005,7,3,4,2,0.986309524,pos,196,Positive
3006,3,4,0,0,3.416666667,pos,76,Positive
3007,4,2,6,0,0.322329545,pos,180,Positive
3008,5,0,6,2,0.98639881,pos,90,Positive
3009,2,1,3,0,2.0625,pos,63,Positive
3010,4,2,2,1,1.640714286,pos,93,Positive
3011,2,0,0,0,0.927272727,pos,34,Positive
3012,0,0,4,1,-0.3925,neg,81,Negative
3013,2,1,0,0,0.833468661,pos,132,Positive
3014,4,0,1,3,0.209907407,pos,144,Positive
3015,8,2,4,0,1.251406926,pos,225,Positive
3016,3,1,1,0,2.076984127,pos,25,Positive
3017,4,1,0,0,2.153333333,pos,62,Positive
3018,4,2,0,0,1.533333333,pos,115,Positive
3019,7,2,2,1,1.723333333,pos,112,Positive
3020,3,1,13,0,1.615571429,pos,220,Positive
3021,2,0,1,3,0.078240741,pos,71,Neutral
3022,1,0,1,0,0.275,pos,27,Positive
3023,3,2,1,0,0.65625,pos,81,Positive
3024,24,8,19,8,2.229639854,pos,949,Positive
3025,4,2,3,0,2.137,pos,80,Positive
3026,3,1,3,0,1.1825,pos,71,Positive
3027,5,3,8,0,0.211957781,pos,247,Positive
3028,1,1,6,2,-0.57,neg,60,Negative
3029,2,1,5,2,0.871825397,pos,88,Positive
3030,14,9,10,0,0.769565697,pos,356,Positive
3031,4,0,2,0,1.579356061,pos,103,Positive
3032,11,4,4,0,1.783718821,pos,270,Positive
3033,1,0,3,0,0.428703704,pos,102,Positive
3034,11,1,3,0,5.23219697,pos,331,Positive
3035,9,3,9,0,2.888026557,pos,457,Positive
3036,6,0,0,0,0.246349206,pos,91,Positive
3037,1,2,2,0,0.44,pos,47,Positive
3038,1,0,1,0,1.177083333,pos,57,Positive
3039,2,0,2,0,-0.063095238,neg,61,Neutral
3040,0,0,1,0,-0.925,neg,32,Negative
3041,7,1,3,2,3.268333333,pos,124,Positive
3042,2,0,2,0,0.236666667,pos,91,Positive
3043,5,1,7,0,-1.017115385,neg,154,Negative
3044,15,1,10,2,2.322162698,pos,440,Positive
3045,6,3,0,0,3.503766234,pos,114,Positive
3046,0,0,1,2,0.029166667,pos,71,Neutral
3047,4,0,6,0,1.450925926,pos,157,Positive
3048,3,0,0,0,0.614718615,pos,76,Positive
3049,0,1,4,1,-0.123484848,neg,70,Neutral
3050,2,2,8,2,-0.82797619,neg,297,Negative
3051,7,2,2,1,1.32754329,pos,116,Positive
3052,5,0,2,0,0.142187998,pos,97,Neutral
3053,4,0,0,0,0.066183261,pos,74,Neutral
3054,2,0,1,0,0.686965812,pos,82,Positive
3055,5,1,0,1,1.514166667,pos,69,Positive
3056,2,1,3,1,1.083333333,pos,79,Positive
3057,2,0,7,0,0.280018939,pos,180,Positive
3058,0,0,3,0,-2.191666667,neg,34,Negative
3059,11,8,7,1,0.884394841,pos,184,Positive
3060,0,0,0,0,0.451666667,pos,41,Positive
3061,3,2,0,0,2.366666667,pos,55,Positive
3062,1,0,0,0,0.3,pos,22,Positive
3063,2,1,5,1,-3.672850529,neg,79,Negative
3064,10,3,3,2,1.103391608,pos,196,Positive
3065,2,0,1,2,0.054545455,pos,65,Neutral
3066,6,2,1,0,2.627083333,pos,79,Positive
3067,2,0,2,0,0.1525,pos,126,Neutral
3068,2,3,3,0,0.128986569,pos,149,Neutral
3069,7,7,5,1,0.598204365,pos,356,Positive
3070,3,2,6,0,0.42422619,pos,137,Positive
3071,0,0,5,0,-0.033333333,neg,69,Neutral
3072,9,7,4,0,2.201111111,pos,213,Positive
3073,5,1,2,0,0.716031746,pos,150,Positive
3074,3,0,1,0,0.146313131,pos,59,Neutral
3075,5,1,4,1,2.0225,pos,115,Positive
3076,2,1,3,0,-0.480833333,neg,59,Negative
3077,3,0,4,0,0.091071429,pos,49,Neutral
3078,2,1,2,0,0.54,pos,189,Positive
3079,2,1,0,0,0.304861111,pos,69,Positive
3080,2,3,2,0,0.910396825,pos,161,Positive
3081,2,0,0,0,2.713333333,pos,56,Positive
3082,8,5,2,1,2.538095238,pos,137,Positive
3083,5,0,5,1,0.818055556,pos,135,Positive
3084,1,0,1,0,0.602777778,pos,35,Positive
3085,4,0,0,0,0.676547619,pos,72,Positive
3086,2,2,0,0,1.5,pos,45,Positive
3087,4,0,1,3,0.681269841,pos,151,Positive
3088,0,0,3,0,-0.967708333,neg,84,Negative
3089,4,1,0,0,2.388636364,pos,120,Positive
3090,2,1,0,0,0.958333333,pos,37,Positive
3091,13,3,2,2,2.625363757,pos,265,Positive
3092,1,1,1,0,0.057272727,pos,67,Neutral
3093,1,2,2,1,-0.078769841,neg,47,Neutral
3094,2,0,1,0,1.095265152,pos,64,Positive
3095,2,1,11,0,-0.394980159,neg,226,Negative
3096,14,5,12,2,0.691300061,pos,406,Positive
3097,0,3,0,0,0.760714286,pos,81,Positive
3098,5,0,2,0,-0.162460317,neg,109,Neutral
3099,4,1,3,1,1.581666667,pos,323,Positive
3100,5,0,2,1,2.938194444,pos,100,Positive
3101,2,0,0,0,1.782142857,pos,32,Positive
3102,4,3,0,0,1.049603175,pos,117,Positive
3103,3,0,3,0,-0.865974026,neg,111,Negative
3104,1,3,5,0,-0.532291667,neg,168,Negative
3105,2,1,0,0,0.927777778,pos,96,Positive
3106,3,1,2,0,0.899382716,pos,91,Positive
3107,0,0,4,1,-0.004336735,neg,53,Neutral
3108,5,2,0,0,2.195454545,pos,94,Positive
3109,0,0,4,1,-5.0125,neg,63,Negative
3110,0,0,0,2,0.06875,pos,42,Neutral
3111,2,2,5,5,-0.134583333,neg,78,Neutral
3112,2,2,1,0,0.686309524,pos,91,Positive
3113,0,1,0,0,0.401587302,pos,94,Positive
3114,0,0,1,0,0.169444444,pos,69,Neutral
3115,6,4,0,0,3.790856481,pos,163,Positive
3116,6,2,5,1,0.884398148,pos,172,Positive
3117,2,0,0,0,1.06,pos,58,Positive
3118,7,1,2,0,1.140025253,pos,115,Positive
3119,2,1,0,0,1.270833333,pos,91,Positive
3120,2,0,0,0,1.1275,pos,65,Positive
3121,4,0,0,0,0.846666667,pos,73,Positive
3122,4,2,0,0,0.697321429,pos,81,Positive
3123,3,0,0,0,2.135416667,pos,43,Positive
3124,3,1,2,1,-0.401666667,neg,161,Negative
3125,2,3,2,0,0.042162698,pos,122,Neutral
3126,12,7,9,3,3.449408369,pos,418,Positive
3127,5,1,2,0,0.490356692,pos,162,Positive
3128,6,3,3,0,1.69454816,pos,197,Positive
3129,4,3,1,0,1.619791667,pos,74,Positive
3130,4,1,0,0,3.73989899,pos,71,Positive
3131,1,0,2,0,1.1125,pos,59,Positive
3132,2,0,3,0,-0.480277778,neg,66,Negative
3133,5,2,6,0,1.837222222,pos,146,Positive
3134,2,2,1,0,0.15952381,pos,42,Neutral
3135,7,5,3,1,1.239583333,pos,115,Positive
3136,3,4,0,0,0.849545455,pos,84,Positive
3137,4,2,2,1,1.591608796,pos,123,Positive
3138,4,4,0,0,0.496001984,pos,133,Positive
3139,3,6,8,2,0.202314815,pos,435,Positive
3140,9,0,0,0,4.641666667,pos,85,Positive
3141,5,1,0,0,1.94375,pos,134,Positive
3142,2,0,1,0,-0.61875,neg,58,Negative
