ReviewNo,JJP,RBP,JJN,RBN,Polarity,New_sentiment,WordCount,Sentiment
1188,8,7,4,0,4.380662879,pos,332,Positive
1189,0,1,1,0,1.015238095,pos,75,Positive
1190,1,1,3,0,-2.1,neg,78,Negative
1191,6,9,2,2,3.713670635,pos,249,Positive
1192,4,3,11,1,-0.524553571,neg,170,Negative
1193,3,1,5,0,-0.929761905,neg,126,Negative
1194,4,1,1,1,4.163888889,pos,163,Positive
1195,2,0,5,1,-0.145208333,neg,88,Neutral
1196,12,3,3,0,3.520759796,pos,139,Positive
1197,5,1,7,0,0.910189394,pos,238,Positive
1198,3,0,0,0,1.216666667,pos,28,Positive
1199,3,0,2,0,-0.158333333,neg,67,Neutral
1200,1,0,11,0,-3.61031746,neg,78,Negative
1201,4,0,1,0,1.622222222,pos,81,Positive
1202,2,0,3,0,-0.9125,neg,83,Negative
1203,3,0,0,0,0.933333333,pos,52,Positive
1204,3,1,3,1,0.35,pos,97,Positive
1205,8,1,0,1,0.99950938,pos,135,Positive
1206,6,2,1,1,-0.435147106,neg,156,Negative
1207,4,2,1,1,0.90625,pos,84,Positive
1208,4,1,2,0,0.619444444,pos,68,Positive
1209,3,2,1,0,1.208163265,pos,63,Positive
1210,1,1,4,1,-0.31047619,neg,105,Negative
1211,5,0,0,0,1.341666667,pos,53,Positive
1212,1,0,3,0,-1.0125,neg,39,Negative
1213,4,3,1,0,1.585,pos,88,Positive
1214,5,2,3,0,4.012361111,pos,191,Positive
1215,0,1,0,0,0.679166667,pos,94,Positive
1216,17,2,6,0,4.967328042,pos,267,Positive
1217,4,2,4,0,0.575595238,pos,125,Positive
1218,5,1,1,0,2.514273689,pos,117,Positive
1219,4,1,2,0,0.865625,pos,74,Positive
1220,3,0,5,1,-0.993045635,neg,95,Negative
1221,0,1,2,1,0.367301587,pos,60,Positive
1222,4,2,7,0,0.113611111,pos,139,Neutral
1223,1,0,0,1,0.717063492,pos,75,Positive
1224,10,6,7,4,1.337335227,pos,230,Positive
1225,1,1,2,0,0.834027778,pos,68,Positive
1226,5,0,2,0,0.526625,pos,116,Positive
1227,7,3,6,1,1.840871212,pos,191,Positive
1228,3,1,1,0,1.012152778,pos,64,Positive
1229,1,0,2,0,0.148279696,pos,100,Neutral
1230,2,1,1,0,0.345833333,pos,72,Positive
1231,1,1,1,0,0.521577381,pos,74,Positive
1232,1,0,3,0,0.32922619,pos,64,Positive
1233,2,0,1,0,1.368809524,pos,65,Positive
1234,13,2,6,0,2.618452381,pos,224,Positive
1235,7,0,17,0,-3.800198413,neg,232,Negative
1236,2,0,4,0,1.225,pos,93,Positive
1237,0,0,0,0,0.683928571,pos,54,Positive
1238,2,0,9,1,-1.37,neg,82,Negative
1239,4,3,4,3,0.336888528,pos,145,Positive
1240,3,2,2,1,0.441796537,pos,198,Positive
1241,3,1,3,0,1.357083333,pos,140,Positive
1242,2,0,3,0,0.112777778,pos,59,Neutral
1243,2,0,1,0,-0.350833333,neg,72,Negative
1244,0,0,3,0,-0.32390873,neg,64,Negative
1245,4,3,1,0,0.719791667,pos,67,Positive
1246,1,0,2,0,0.675,pos,67,Positive
1247,5,1,4,1,1.46359127,pos,128,Positive
1248,10,7,12,2,4.756433281,pos,383,Positive
1249,4,0,1,1,0.779166667,pos,61,Positive
1250,1,1,6,1,-0.104949495,neg,76,Neutral
1251,1,2,1,0,1.254166667,pos,60,Positive
1252,1,0,1,0,1.397916667,pos,66,Positive
1253,5,1,1,0,3.730555556,pos,99,Positive
1254,2,0,4,1,-0.894047619,neg,65,Negative
1255,1,1,1,0,1.23125,pos,107,Positive
1256,4,2,2,1,0.086111111,pos,253,Neutral
1257,5,2,0,0,0.181547619,pos,62,Neutral
1258,3,2,5,1,0.257638889,pos,269,Positive
1259,2,0,11,2,-0.570833333,neg,153,Negative
1260,8,2,3,0,3.851906823,pos,201,Positive
1261,2,1,2,0,-0.170936639,neg,68,Neutral
1262,4,0,0,2,0.960972222,pos,57,Positive
1263,2,0,0,0,2.219761905,pos,63,Positive
1264,8,1,4,1,3.769166667,pos,183,Positive
1265,10,4,1,0,3.853630051,pos,147,Positive
1266,4,1,1,0,0.377083333,pos,116,Positive
1267,8,6,4,1,2.598229167,pos,161,Positive
1268,2,2,1,2,0.466865079,pos,139,Positive
1269,7,0,3,1,2.074047619,pos,136,Positive
1270,8,1,1,0,0.652121212,pos,76,Positive
1271,1,0,0,0,0,,22,Neutral
1272,3,3,2,0,0.980952381,pos,88,Positive
1273,6,1,4,1,4.181863276,pos,211,Positive
1274,3,2,2,0,0.09047619,pos,237,Neutral
1275,4,0,0,1,0.848674242,pos,140,Positive
1276,5,2,4,1,2.189404762,pos,134,Positive
1277,7,1,4,2,0.341666667,pos,126,Positive
1278,1,1,3,0,0.786111111,pos,84,Positive
1279,2,0,6,0,-0.577500971,neg,74,Negative
1280,11,1,7,2,4.443521825,pos,191,Positive
1281,2,2,0,0,1.6125,pos,92,Positive
1282,0,0,5,0,-5.588020833,neg,99,Negative
1283,3,2,3,0,0.920436508,pos,84,Positive
1284,5,2,2,1,2.239393939,pos,104,Positive
1285,0,0,1,0,-0.2625,neg,32,Negative
1286,3,2,0,0,0.9,pos,21,Positive
1287,3,0,0,1,0.655,pos,64,Positive
1288,1,0,0,0,2.566666667,pos,62,Positive
1289,3,1,2,0,0.664090909,pos,119,Positive
1290,1,2,3,2,-0.329365079,neg,87,Negative
1291,10,5,3,1,2.957460317,pos,168,Positive
1292,2,1,9,0,-0.436862776,neg,63,Negative
1293,3,0,2,0,-0.169444444,neg,73,Neutral
1294,3,3,4,0,0.247321429,pos,78,Positive
1295,0,0,3,0,-0.9,neg,26,Negative
1296,3,0,6,2,-1.394791667,neg,80,Negative
1297,2,3,5,3,-0.927380952,neg,148,Negative
1298,4,1,3,0,0.728571429,pos,43,Positive
1299,4,1,2,1,-0.329166667,neg,55,Negative
1300,1,1,0,0,0.175,pos,39,Neutral
1301,3,0,3,1,-0.334444444,neg,66,Negative
1302,5,2,0,0,2.53422619,pos,43,Positive
1303,2,0,1,0,1.102380952,pos,69,Positive
1304,7,1,0,0,2.373333333,pos,70,Positive
1305,7,0,0,0,4.628333333,pos,155,Positive
1306,3,1,1,0,1.032689394,pos,50,Positive
1307,7,0,0,0,2.06952381,pos,49,Positive
1308,5,1,5,0,0.38165855,pos,103,Positive
1309,3,3,6,0,-0.901944444,neg,150,Negative
1310,5,3,5,0,-0.010055272,neg,101,Neutral
1311,1,2,2,2,1.15,pos,131,Positive
1312,1,1,0,0,0.114583333,pos,30,Neutral
1313,0,0,1,1,0.261111111,pos,66,Positive
1314,2,3,5,2,-2.206236979,neg,150,Negative
1315,1,1,1,0,0.246587302,pos,56,Positive
1316,7,2,1,0,3.5375,pos,66,Positive
1317,4,0,1,0,2.612777778,pos,175,Positive
1318,2,2,3,1,-0.464583333,neg,87,Negative
1319,2,2,4,1,-0.013769841,neg,165,Neutral
1320,4,2,6,0,0.425297619,pos,160,Positive
1321,4,0,1,0,2.621764069,pos,116,Positive
1322,1,1,4,0,-0.77375,neg,126,Negative
1323,1,1,0,0,0.296666667,pos,117,Positive
1324,1,1,0,0,1.413333333,pos,28,Positive
1325,0,2,1,0,0.513333333,pos,50,Positive
1326,5,8,3,1,2.136547619,pos,215,Positive
1327,10,0,1,0,1.314393939,pos,101,Positive
1328,11,4,6,0,2.11281235,pos,221,Positive
1329,2,1,7,1,-0.282142857,neg,124,Negative
1330,3,0,4,1,-0.252380952,neg,84,Negative
1331,1,0,8,1,-4.789583333,neg,108,Negative
1332,2,0,1,0,0.649166667,pos,135,Positive
1333,3,0,0,0,3.278571429,pos,19,Positive
1334,3,0,2,1,0.549166667,pos,118,Positive
1335,2,0,0,0,1.125,pos,41,Positive
1336,1,1,4,1,-1.15,neg,100,Negative
1337,2,1,0,0,1.825,pos,70,Positive
1338,1,0,4,0,-1.933333333,neg,40,Negative
1339,12,1,2,0,2.644434524,pos,171,Positive
1340,1,0,3,0,0.881640212,pos,105,Positive
1341,4,1,0,0,0.1375,pos,83,Neutral
1342,1,1,1,0,0.765,pos,54,Positive
1343,4,0,0,0,2.916666667,pos,39,Positive
1344,7,8,0,0,5.675,pos,262,Positive
1345,7,2,1,0,2.892234848,pos,129,Positive
1346,1,1,0,0,0.564087302,pos,32,Positive
1347,1,1,5,2,-1.380952381,neg,202,Negative
1348,1,0,12,0,-2.069130763,neg,198,Negative
1349,1,2,2,1,0.397272727,pos,96,Positive
1350,3,3,3,0,2.964166667,pos,67,Positive
1351,5,1,3,1,1.343452381,pos,118,Positive
1352,3,0,3,1,1.401704545,pos,126,Positive
1353,2,0,2,0,0.669444444,pos,117,Positive
1354,4,0,4,0,0.336742424,pos,217,Positive
1355,4,1,2,0,0.2309573,pos,85,Positive
1356,5,3,2,1,0.584047619,pos,121,Positive
1357,7,0,1,1,2.870833333,pos,112,Positive
1358,3,0,7,0,-0.242777778,neg,87,Negative
1359,4,4,0,0,2.330952381,pos,73,Positive
1360,0,0,2,0,-0.45,neg,134,Negative
1361,2,4,0,0,2.3,pos,47,Positive
1362,2,0,3,1,0.810542929,pos,145,Positive
1363,2,0,0,0,0.875,pos,23,Positive
1364,1,0,0,0,-0.116666667,neg,83,Neutral
1365,5,5,4,0,0.7625,pos,88,Positive
1366,1,1,1,2,0.23,pos,92,Positive
1367,3,0,2,0,0.775,pos,73,Positive
1368,2,1,0,0,2.533333333,pos,94,Positive
1369,3,3,1,0,2.2775,pos,73,Positive
1370,7,2,8,0,-0.206592898,neg,204,Negative
1371,3,0,2,0,0.306666667,pos,99,Positive
1372,5,2,2,0,1.470833333,pos,71,Positive
1373,6,1,2,0,3.096666667,pos,65,Positive
1374,1,0,2,0,1.693055556,pos,54,Positive
1375,1,2,3,2,-0.621666667,neg,132,Negative
1376,2,0,0,0,0.176666667,pos,71,Neutral
1377,6,1,3,1,0.3625,pos,184,Positive
1378,5,1,1,0,2.28,pos,66,Positive
1379,0,0,0,0,0.875,pos,24,Positive
1380,2,2,1,0,1.708494949,pos,98,Positive
1381,8,0,15,1,4.247633252,pos,491,Positive
1382,4,2,1,0,2.399156746,pos,155,Positive
1383,2,1,2,0,-0.648809524,neg,82,Negative
1384,4,1,1,0,0.396145833,pos,113,Positive
1385,5,2,8,1,-0.379166667,neg,325,Negative
1386,2,2,3,0,2.428571429,pos,70,Positive
1387,0,3,5,1,-2.437878788,neg,78,Negative
1388,1,4,0,0,0.25515873,pos,46,Positive
1389,0,0,1,0,1.342121212,pos,120,Positive
1390,1,0,0,0,0.171428571,pos,64,Neutral
1391,0,0,4,1,0.050588624,pos,174,Neutral
1392,0,1,5,4,-0.306753472,neg,153,Negative
1393,4,1,0,0,0.829340278,pos,123,Positive
1394,6,2,3,0,1.383333333,pos,97,Positive
1395,1,0,3,1,-0.120833333,neg,34,Neutral
1396,3,1,1,1,0.772012987,pos,86,Positive
1397,6,0,0,0,1.669857143,pos,181,Positive
1398,6,0,0,0,1.716287879,pos,66,Positive
1399,2,3,0,0,1.9175,pos,46,Positive
1400,0,0,0,0,0.983333333,pos,42,Positive
1401,8,4,2,0,2.717985625,pos,295,Positive
1402,6,1,1,0,1.042,pos,207,Positive
1403,5,2,1,1,1.57,pos,62,Positive
1404,2,0,6,1,-0.363333333,neg,118,Negative
1405,1,0,1,0,1.588888889,pos,37,Positive
1406,3,0,0,0,0.993333333,pos,58,Positive
1407,2,2,7,2,1.018571429,pos,160,Positive
1408,4,1,0,0,2.17,pos,57,Positive
1409,6,7,0,0,0.542708333,pos,58,Positive
1410,6,1,12,1,-0.166600529,neg,188,Neutral
1411,3,1,1,0,1.479265873,pos,107,Positive
1412,10,3,6,0,3.469956617,pos,209,Positive
1413,0,0,2,0,-0.070277778,neg,37,Neutral
1414,1,0,2,0,0.13125,pos,51,Neutral
1415,2,0,5,1,2.231547619,pos,96,Positive
1416,3,0,0,0,0.543333333,pos,29,Positive
1417,0,0,1,0,-2,neg,8,Negative
1418,5,1,0,0,1.223611111,pos,80,Positive
1419,7,2,0,0,4.346428571,pos,65,Positive
1420,13,4,8,0,3.531163004,pos,313,Positive
1421,2,2,1,0,0.715230741,pos,93,Positive
1422,3,2,2,1,-0.270833333,neg,71,Negative
1423,10,0,7,2,1.766269841,pos,186,Positive
1424,3,3,0,0,0.899305556,pos,148,Positive
1425,2,0,7,1,-0.559444444,neg,89,Negative
1426,1,3,4,1,-0.056964286,neg,90,Neutral
1427,3,0,3,1,0.965079365,pos,83,Positive
1428,0,0,1,0,-0.775,neg,48,Negative
1429,3,1,7,1,-1.578400794,neg,95,Negative
1430,8,4,10,3,-1.94125,neg,219,Negative
1431,1,0,0,0,0.55,pos,27,Positive
1432,0,1,5,0,-1.255555556,neg,89,Negative
1433,3,2,6,1,0.72047619,pos,234,Positive
1434,2,1,3,0,-1.191666667,neg,77,Negative
1435,2,1,0,0,0.925,pos,26,Positive
1436,3,3,5,1,-1.141785714,neg,113,Negative
1437,5,3,1,1,1.151805556,pos,139,Positive
1438,4,4,0,1,3.169209184,pos,124,Positive
1439,0,0,3,0,-0.186904762,neg,54,Neutral
1440,0,1,0,0,1,pos,36,Positive
1441,2,0,6,0,0.188656463,pos,146,Neutral
1442,5,2,3,0,1.46781746,pos,225,Positive
1443,0,0,2,0,1.133333333,pos,37,Positive
1444,3,0,5,0,1.393333333,pos,80,Positive
1445,27,7,2,0,9.435647186,pos,263,Positive
1446,9,4,8,2,3.197569444,pos,496,Positive
1447,2,1,4,0,-0.066630037,neg,131,Neutral
1448,3,0,3,2,-0.490530303,neg,171,Negative
1449,9,5,4,1,1.525715488,pos,166,Positive
1450,9,9,10,0,3.628654101,pos,392,Positive
1451,3,0,0,0,0.890194805,pos,77,Positive
1452,1,2,8,1,2.442575758,pos,82,Positive
1453,4,2,1,0,2.508888889,pos,77,Positive
1454,4,1,1,0,4.475505051,pos,101,Positive
1455,0,0,4,0,-0.3125,neg,93,Negative
1456,5,2,7,0,0.603981481,pos,273,Positive
1457,6,0,5,0,2.168542569,pos,184,Positive
1458,4,5,2,1,1.5690625,pos,152,Positive
1459,5,0,1,0,1.709166667,pos,73,Positive
1460,5,1,7,2,2.432420635,pos,206,Positive
1461,14,5,12,2,1.676466901,pos,407,Positive
1462,3,0,4,0,-0.898483796,neg,207,Negative
1463,1,0,1,0,1.116666667,pos,68,Positive
1464,0,1,1,0,1.672916667,pos,82,Positive
1465,8,0,8,1,-2.630416667,neg,320,Negative
1466,1,1,4,0,-0.04375,neg,53,Neutral
1467,13,0,3,0,4.047002165,pos,256,Positive
1468,1,1,1,0,-1.466666667,neg,64,Negative
1469,0,0,2,0,-0.474603175,neg,63,Negative
1470,4,2,4,0,0.637275132,pos,164,Positive
1471,1,0,0,0,0.124404762,pos,47,Neutral
1472,4,0,1,0,1.297453704,pos,85,Positive
1473,7,3,9,1,-2.688809524,neg,193,Negative
1474,15,9,11,1,6.266015512,pos,372,Positive
1475,4,1,5,0,1.249791667,pos,147,Positive
1476,2,0,3,0,-0.084583333,neg,97,Neutral
1477,5,1,4,0,1.76,pos,82,Positive
1478,4,5,6,3,-0.982769383,neg,293,Negative
1479,14,2,4,1,3.203771645,pos,288,Positive
1480,0,2,1,0,0.36969697,pos,89,Positive
1481,1,2,3,0,1.288095238,pos,169,Positive
1482,8,12,4,0,5.688095238,pos,444,Positive
1483,5,1,1,1,2.390178571,pos,151,Positive
1484,0,0,3,0,0.085795455,pos,55,Neutral
1485,7,1,0,0,2.69,pos,74,Positive
1486,1,1,0,0,1.365,pos,41,Positive
1487,3,0,1,0,1.226666667,pos,58,Positive
1488,1,3,5,2,-0.349107143,neg,93,Negative
1489,4,2,0,0,5.025,pos,75,Positive
1490,5,5,8,2,0.621031746,pos,310,Positive
1491,2,1,1,0,1.22375,pos,60,Positive
1492,5,2,1,0,0.182435897,pos,97,Neutral
1493,0,1,5,1,-1.494444444,neg,89,Negative
1494,21,1,6,2,2.081588828,pos,211,Positive
1495,0,0,6,0,-0.035555556,neg,71,Neutral
1496,1,1,0,0,0.383333333,pos,18,Positive
1497,8,1,0,0,3.478888889,pos,110,Positive
1498,9,2,4,0,2.105138889,pos,169,Positive
1499,2,1,3,1,0.192916667,pos,93,Neutral
1500,5,0,6,0,-1.480997475,neg,91,Negative
1501,6,1,5,0,0.258020833,pos,71,Positive
1502,14,4,7,1,4.554623016,pos,336,Positive
1503,1,0,2,0,-0.352777778,neg,83,Negative
1504,7,2,10,4,-0.851923401,neg,214,Negative
1505,8,2,8,1,-0.121967593,neg,266,Neutral
1506,6,1,1,0,1.86047619,pos,87,Positive
1507,6,4,8,1,1.52547619,pos,286,Positive
1508,9,2,2,0,4.31351516,pos,320,Positive
1509,4,3,6,1,1.128407357,pos,195,Positive
1510,7,2,4,0,2.081702381,pos,201,Positive
1511,9,4,3,2,3.779847884,pos,326,Positive
1512,6,3,2,3,0.196269841,pos,213,Neutral
1513,7,1,6,3,1.401428571,pos,313,Positive
1514,2,1,3,0,-0.509469697,neg,81,Negative
1515,0,0,1,1,-0.57,neg,77,Negative
1516,0,0,2,1,-1.165972222,neg,45,Negative
1517,5,1,14,0,1.108234127,pos,398,Positive
1518,10,0,0,0,2.350821429,pos,69,Positive
1519,1,0,3,1,-0.171111111,neg,93,Neutral
1520,2,2,3,0,0.116666667,pos,166,Neutral
1521,4,0,5,0,2.034090909,pos,127,Positive
1522,6,6,6,0,0.112311688,pos,267,Neutral
1523,0,2,5,0,-4.50625,neg,93,Negative
1524,1,1,0,1,-0.356875,neg,36,Negative
1525,4,1,1,0,1.473232323,pos,74,Positive
1526,10,4,3,3,1.33540855,pos,290,Positive
1527,6,0,2,0,2.367083333,pos,103,Positive
1528,0,0,6,2,-0.045454545,neg,41,Neutral
1529,5,0,0,0,2.729166667,pos,54,Positive
1530,3,2,0,0,0.398046875,pos,55,Positive
1531,27,10,5,2,15.82667027,pos,807,Positive
1532,3,2,1,0,0.375,pos,71,Positive
1533,4,3,2,1,2.763888889,pos,83,Positive
1534,4,4,4,1,1.391190476,pos,244,Positive
1535,2,3,2,0,1.042857143,pos,101,Positive
1536,1,0,0,0,1.691666667,pos,62,Positive
1537,1,0,3,1,0.192,pos,59,Neutral
1538,0,1,7,0,-1.375,neg,65,Negative
1539,1,1,1,0,0.504166667,pos,84,Positive
1540,2,1,0,0,1.691666667,pos,23,Positive
1541,2,0,11,4,-0.725595238,neg,138,Negative
1542,3,1,9,1,1.670324074,pos,342,Positive
1543,2,1,5,0,0.842638889,pos,241,Positive
1544,5,1,2,0,0.7203125,pos,61,Positive
1545,2,6,3,1,3.71,pos,128,Positive
1546,3,0,1,0,2.556666667,pos,57,Positive
1547,2,0,8,1,0.118333333,pos,117,Neutral
1548,5,1,1,0,3.192361111,pos,61,Positive
1549,4,0,1,1,0.021825397,pos,69,Neutral
1550,4,1,1,0,2.033522727,pos,89,Positive
1551,3,0,4,1,0.237996032,pos,151,Positive
1552,7,0,2,1,-0.16149982,neg,143,Neutral
1553,5,0,1,0,0.564835859,pos,124,Positive
1554,3,0,1,1,1.233333333,pos,58,Positive
1555,4,0,4,0,1.089722222,pos,79,Positive
1556,4,4,5,0,0.952083333,pos,156,Positive
1557,6,2,2,1,0.386041667,pos,79,Positive
1558,3,1,4,1,-0.020787037,neg,208,Neutral
1559,4,1,3,0,1.173928571,pos,85,Positive
1560,7,0,1,0,4.312121212,pos,82,Positive
1561,4,4,2,0,0.37483787,pos,212,Positive
1562,7,0,0,0,1.968333333,pos,59,Positive
1563,3,2,1,0,1.527777778,pos,85,Positive
1564,1,1,1,0,1.059722222,pos,71,Positive
1565,2,2,2,1,-0.666666667,neg,41,Negative
1566,0,0,2,0,0.933333333,pos,143,Positive
1567,3,1,20,4,-0.815528048,neg,447,Negative
1568,0,0,0,0,0.378571429,pos,52,Positive
1569,3,0,0,1,-0.0375,neg,79,Neutral
1570,9,2,1,0,6.350181818,pos,195,Positive
1571,5,0,0,1,2.188690476,pos,76,Positive
1572,5,2,8,1,-0.547727273,neg,82,Negative
1573,3,0,2,1,1.248333333,pos,31,Positive
1574,4,3,1,0,0.127318182,pos,217,Neutral
1575,4,2,2,0,1.423611111,pos,121,Positive
1576,2,3,0,0,1.020908318,pos,262,Positive
1577,3,1,9,0,-0.053571429,neg,147,Neutral
1578,1,2,2,1,0.416666667,pos,137,Positive
1579,6,2,2,0,3.01547619,pos,105,Positive
1580,3,2,4,0,-0.312666667,neg,210,Negative
1581,4,0,7,0,-0.649358974,neg,76,Negative
1582,3,2,4,2,1.143551587,pos,130,Positive
1583,13,0,14,3,2.482954545,pos,316,Positive
1584,5,0,5,1,1.36489899,pos,228,Positive
1585,5,1,0,0,2.676904762,pos,77,Positive
1586,3,1,5,1,0.080833333,pos,151,Neutral
1587,2,0,2,0,0.536458333,pos,83,Positive
1588,2,5,7,2,2.71533189,pos,344,Positive
1589,0,0,0,0,0.457142857,pos,73,Positive
1590,2,0,3,0,-0.275,neg,58,Negative
1591,3,1,4,0,0.936190476,pos,76,Positive
1592,1,0,6,0,-1.086111111,neg,86,Negative
1593,0,0,0,1,-0.073928571,neg,70,Neutral
1594,4,1,1,0,0.373939394,pos,68,Positive
1595,4,1,1,0,1.74375,pos,76,Positive
1596,13,8,10,2,3.619791667,pos,286,Positive
1597,2,4,4,2,-1.106865079,neg,242,Negative
1598,6,1,2,0,0.409722222,pos,158,Positive
1599,0,0,0,0,1.666666667,pos,45,Positive
1600,4,2,3,1,0.916666667,pos,101,Positive
1601,17,0,6,1,2.769393939,pos,406,Positive
1602,0,0,4,0,-1.15,neg,28,Negative
1603,1,0,3,0,0.575,pos,29,Positive
1604,7,4,4,0,1.323015873,pos,164,Positive
1605,2,0,8,7,0.957481685,pos,150,Positive
1606,8,1,4,0,2.61057224,pos,362,Positive
1607,4,0,2,0,1.029722222,pos,64,Positive
1608,2,1,2,0,-0.215753968,neg,74,Negative
1609,1,1,1,0,1.491666667,pos,90,Positive
1610,1,1,2,0,-0.75625,neg,65,Negative
1611,3,1,1,0,1.000833333,pos,66,Positive
1612,4,5,9,1,-1.935509259,neg,210,Negative
1613,4,0,3,0,-0.17875,neg,121,Neutral
1614,2,3,0,2,0.982142857,pos,112,Positive
1615,30,8,16,0,6.458640873,pos,531,Positive
1616,3,0,0,1,3.791,pos,76,Positive
1617,1,0,5,0,-1.306666667,neg,59,Negative
1618,1,2,0,0,0.833333333,pos,63,Positive
1619,1,0,2,5,0.675757576,pos,60,Positive
1620,5,0,3,0,0.875,pos,93,Positive
1621,4,2,1,1,0.063888889,pos,82,Neutral
1622,0,0,3,0,-0.733333333,neg,32,Negative
1623,13,2,2,1,4.701392045,pos,251,Positive
1624,0,1,4,1,-1.398055556,neg,74,Negative
1625,2,1,2,1,1.2375,pos,59,Positive
1626,4,5,11,4,0.059986772,pos,267,Neutral
1627,6,1,6,1,-0.005729167,neg,225,Neutral
1628,5,0,0,0,3.114393939,pos,73,Positive
1629,3,2,4,0,-0.362619048,neg,80,Negative
1630,1,1,0,0,0.683333333,pos,36,Positive
1631,9,1,5,0,1.628055556,pos,116,Positive
1632,4,2,4,0,0.687464387,pos,183,Positive
1633,1,0,1,0,0.321666667,pos,56,Positive
1634,9,2,1,1,0.218371212,pos,145,Positive
1635,1,0,0,0,1.8,pos,79,Positive
1636,13,2,10,1,2.003125,pos,262,Positive
1637,6,1,5,0,-1.286785714,neg,100,Negative
1638,3,0,2,1,0.333333333,pos,62,Positive
1639,0,6,3,0,-0.487489177,neg,139,Negative
1640,2,1,1,0,0.004166667,pos,65,Neutral
1641,1,0,7,1,0.314015152,pos,82,Positive
1642,5,2,3,0,2.099826389,pos,93,Positive
1643,5,0,1,0,2.167857143,pos,96,Positive
1644,2,0,2,0,0.055,pos,83,Neutral
1645,3,1,0,0,2.456785714,pos,151,Positive
1646,8,4,7,1,0.512688492,pos,254,Positive
1647,5,0,4,0,0.598579545,pos,130,Positive
1648,1,1,3,1,0.042534722,pos,91,Neutral
1649,5,3,7,0,1.104652778,pos,212,Positive
1650,4,1,1,0,0.333333333,pos,71,Positive
1651,1,2,4,0,-0.56566569,neg,72,Negative
1652,3,3,1,0,-0.694047619,neg,66,Negative
1653,2,0,6,2,-1.916921769,neg,101,Negative
1654,2,0,7,0,-0.721666667,neg,206,Negative
1655,1,0,1,0,1.166583333,pos,64,Positive
1656,7,4,1,1,1.4625,pos,156,Positive
1657,6,5,2,1,3.381309524,pos,177,Positive
1658,1,3,5,0,1.894791667,pos,140,Positive
1659,7,0,7,0,1.532989689,pos,180,Positive
1660,7,3,0,0,5.408531746,pos,145,Positive
1661,2,0,1,0,0.237412587,pos,68,Positive
1662,0,0,0,0,0.166666667,pos,16,Neutral
1663,2,0,1,2,-1.199037698,neg,164,Negative
1664,9,3,1,0,3.734185606,pos,146,Positive
1665,2,2,2,0,0.966666667,pos,128,Positive
1666,4,0,1,0,0.658333333,pos,107,Positive
1667,2,1,4,3,0.492857143,pos,126,Positive
1668,0,0,2,0,0.030357143,pos,53,Neutral
1669,2,1,3,0,-0.567045455,neg,87,Negative
1670,2,0,0,0,1.353125,pos,35,Positive
1671,2,1,0,0,2.473214286,pos,72,Positive
1672,1,0,1,0,-0.003373016,neg,42,Neutral
1673,0,0,1,0,0.809166667,pos,79,Positive
1674,3,2,2,0,0.729166667,pos,81,Positive
1675,7,0,5,0,2.647777778,pos,316,Positive
1676,2,2,0,0,0.587408425,pos,100,Positive
1677,3,3,0,0,2.023333333,pos,30,Positive
1678,2,1,3,0,1.372619048,pos,86,Positive
1679,11,4,1,0,3.140740741,pos,157,Positive
1680,7,2,4,0,0.992058081,pos,84,Positive
1681,7,1,4,0,2.937833333,pos,123,Positive
1682,6,1,0,0,0.880769231,pos,120,Positive
1683,0,0,4,0,-1.656392045,neg,78,Negative
1684,1,0,0,0,-0.411111111,neg,34,Negative
1685,2,1,3,0,-0.061616162,neg,26,Neutral
1686,10,6,8,1,3.343150253,pos,530,Positive
1687,3,3,5,0,0.925714286,pos,95,Positive
1688,0,1,5,0,-1.1375,neg,64,Negative
1689,3,2,2,1,1.467777778,pos,78,Positive
1690,3,2,3,0,-0.638333333,neg,118,Negative
1691,1,0,2,1,-0.896666667,neg,59,Negative
1692,6,0,4,0,1.143518519,pos,98,Positive
1693,1,1,3,0,0.417613636,pos,115,Positive
1694,2,1,5,1,-0.276339286,neg,90,Negative
1695,6,5,7,3,1.33192785,pos,342,Positive
1696,3,3,1,0,2.725595238,pos,71,Positive
1697,2,0,3,0,0.191875,pos,96,Neutral
1698,4,1,1,0,1.685416667,pos,122,Positive
1699,2,0,3,0,-2.375,neg,83,Negative
1700,12,4,4,1,1.413903388,pos,220,Positive
1701,1,2,3,0,1.097916667,pos,112,Positive
1702,3,0,1,0,0.322916667,pos,73,Positive
1703,5,0,1,0,1.623333333,pos,110,Positive
1704,5,0,2,0,0.229166667,pos,70,Positive
1705,3,2,6,2,-1.98207672,neg,184,Negative
1706,6,4,2,1,1.690238095,pos,167,Positive
1707,2,2,7,3,1.270528083,pos,320,Positive
1708,1,0,11,2,-3.60142323,neg,149,Negative
1709,8,1,4,0,1.545188492,pos,131,Positive
1710,4,4,2,1,1.955079365,pos,166,Positive
1711,4,1,8,1,-1.200687229,neg,419,Negative
1712,0,3,4,1,-0.23755102,neg,57,Negative
1713,4,1,7,3,-0.739987512,neg,208,Negative
1714,2,3,1,0,1.83875,pos,75,Positive
1715,4,2,13,1,-2.678059163,neg,250,Negative
1716,1,0,1,0,0.654876984,pos,94,Positive
1717,7,3,6,0,2.276420455,pos,197,Positive
1718,1,1,0,0,0.733333333,pos,115,Positive
1719,7,0,0,0,3.415,pos,88,Positive
1720,10,6,2,2,0.448958333,pos,158,Positive
1721,2,0,0,0,2.243333333,pos,62,Positive
